"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"MEX","Mexico","AGE_CM","Average age of cabinet members","2018","2018",55.25,,
"NLD","Netherlands","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",33.27,,
"NLD","Netherlands","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",64.76,,
"NLD","Netherlands","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",1.96,,
"NLD","Netherlands","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",49.47,,
"NLD","Netherlands","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",46.74,,
"NLD","Netherlands","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",58,,
"NLD","Netherlands","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",60,,
"NLD","Netherlands","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",64,,
"NLD","Netherlands","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",50,,
"NLD","Netherlands","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",39,,
"NLD","Netherlands","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.5,,
"NLD","Netherlands","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",13.99,,
"NLD","Netherlands","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",18.45,,
"NLD","Netherlands","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",30.29,,
"NLD","Netherlands","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",32.3,,
"NLD","Netherlands","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",28,,
"NLD","Netherlands","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",35.03,,
"NLD","Netherlands","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",35.82,,
"NLD","Netherlands","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",47.92,,
"NLD","Netherlands","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",26.67,,
"NLD","Netherlands","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",31.88,,
"NLD","Netherlands","AGE_CM","Average age of cabinet members","2018","2018",48.58,,
"NZL","New Zealand","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",28.3,,
"NZL","New Zealand","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",24.14,,
"NZL","New Zealand","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",52.8,,
"NZL","New Zealand","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",54.86,,
"NZL","New Zealand","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",62.16,,
"NZL","New Zealand","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",17.39,,
"NZL","New Zealand","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",37.68,,
"NZL","New Zealand","AGE_CM","Average age of cabinet members","2018","2018",50.05,,
"NOR","Norway","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",35.58,,
"NOR","Norway","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",64.42,,
"NOR","Norway","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0,,
"NOR","Norway","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",69.61,,
"NOR","Norway","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",47.06,,
"NOR","Norway","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",41,,
"NOR","Norway","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",44,,
"NOR","Norway","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",48,,
"NOR","Norway","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",38,,
"NOR","Norway","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",35,,
"NOR","Norway","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.47,,
"NOR","Norway","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",18.86,,
"NOR","Norway","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",15.81,,
"NOR","Norway","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",24.61,,
"NOR","Norway","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",26.53,,
"NOR","Norway","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",43.44,,
"NOR","Norway","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",43.43,,
"NOR","Norway","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",50.46,,
"NOR","Norway","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",55.76,,
"NOR","Norway","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",36.09,,
"NOR","Norway","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",35.18,,
"NOR","Norway","AGE_CM","Average age of cabinet members","2018","2018",46.2,,
"POL","Poland","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",39.19,,
"POL","Poland","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",57.5,,
"POL","Poland","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",3.31,,
"POL","Poland","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",60.62,,
"POL","Poland","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",44.63,,
"POL","Poland","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",63,,
"POL","Poland","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",54,,
"POL","Poland","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",-0.14,,
"POL","Poland","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",6.21,,
"POL","Poland","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",7.51,,
"POL","Poland","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",32.93,,
"POL","Poland","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",32.26,,
"POL","Poland","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",50.52,,
"POL","Poland","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",45.19,,
"POL","Poland","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",66.3,,
"POL","Poland","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",72.54,,
"POL","Poland","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",22.39,,
"POL","Poland","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",36.01,,
"POL","Poland","AGE_CM","Average age of cabinet members","2018","2018",53.14,,
"PRT","Portugal","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",75.54,,
"PRT","Portugal","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",22.92,,
"PRT","Portugal","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",1.54,,
"PRT","Portugal","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",60.7,,
"PRT","Portugal","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",49.5,,
"PRT","Portugal","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",60,,
"PRT","Portugal","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",61,,
"PRT","Portugal","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",68,,
"PRT","Portugal","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",44,,
"PRT","Portugal","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",28,,
"PRT","Portugal","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.25,,
"PRT","Portugal","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",12.55,,
"PRT","Portugal","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",7.52,,
"PRT","Portugal","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",19.55,,
"PRT","Portugal","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",36.48,,
"PRT","Portugal","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",33.77,,
"PRT","Portugal","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",41.54,,
"PRT","Portugal","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",55.75,,
"PRT","Portugal","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",72.99,,
"PRT","Portugal","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",23.04,,
"PRT","Portugal","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",28.46,,
"PRT","Portugal","AGE_CM","Average age of cabinet members","2018","2018",56.17,,
"SVK","Slovak Republic","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",51.77,,
"SVK","Slovak Republic","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",46.55,,
"SVK","Slovak Republic","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",1.68,,
"SVK","Slovak Republic","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",60.87,,
"SVK","Slovak Republic","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",45.14,,
"SVK","Slovak Republic","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",62,,
"SVK","Slovak Republic","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",63,,
"SVK","Slovak Republic","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",63,,
"SVK","Slovak Republic","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",63,,
"SVK","Slovak Republic","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",60,,
"SVK","Slovak Republic","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.62,,
"SVK","Slovak Republic","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",21.24,,
"SVK","Slovak Republic","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",22.24,,
"SVK","Slovak Republic","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",23.31,,
"SVK","Slovak Republic","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",22.79,,
"SVK","Slovak Republic","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",34.92,,
"SVK","Slovak Republic","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",50.34,,
"SVK","Slovak Republic","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",52.05,,
"SVK","Slovak Republic","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",67.61,,
"SVK","Slovak Republic","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",16.67,,
"SVK","Slovak Republic","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",36.14,,
"SVK","Slovak Republic","AGE_CM","Average age of cabinet members","2018","2018",51.07,,
"ESP","Spain","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",18.41,,
"ESP","Spain","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",81.59,,
"ESP","Spain","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0,,
"ESP","Spain","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",56.11,,
"ESP","Spain","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",45.67,,
"ESP","Spain","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",53,,
"ESP","Spain","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",54,,
"ESP","Spain","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",61,,
"ESP","Spain","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",38,,
"ESP","Spain","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",19,,
"ESP","Spain","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",-1.22,,
"ESP","Spain","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",5.04,,
"ESP","Spain","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",5.43,,
"ESP","Spain","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",35.43,,
"ESP","Spain","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",46.61,,
"ESP","Spain","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",29.23,,
"ESP","Spain","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",42.75,,
"ESP","Spain","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",40.98,,
"ESP","Spain","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",51.1,,
"ESP","Spain","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",14.04,,
"ESP","Spain","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",29.62,,
"ESP","Spain","AGE_CM","Average age of cabinet members","2018","2018",54.71,,
"SWE","Sweden","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",18.01,,
"SWE","Sweden","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",81.89,,
"SWE","Sweden","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0.1,,
"SWE","Sweden","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",71.82,,
"SWE","Sweden","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",47.51,,
"SWE","Sweden","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",52,,
"SWE","Sweden","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",53,,
"SWE","Sweden","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",52,,
"SWE","Sweden","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",57,,
"SWE","Sweden","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",39,,
"SWE","Sweden","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",1.43,,
"SWE","Sweden","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",21.71,,
"SWE","Sweden","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",22.67,,
"SWE","Sweden","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",24.01,,
"SWE","Sweden","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",23.77,,
"SWE","Sweden","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",44.1,,
"SWE","Sweden","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",54.97,,
"SWE","Sweden","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",56.06,,
"SWE","Sweden","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",54.34,,
"SWE","Sweden","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",34.38,,
"SWE","Sweden","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",33.97,,
"SWE","Sweden","AGE_CM","Average age of cabinet members","2018","2018",50.64,,
"CHE","Switzerland","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",7.39,,
"CHE","Switzerland","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",92.59,,
"CHE","Switzerland","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0,,
"CHE","Switzerland","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",41,,
"CHE","Switzerland","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",43,,
"CHE","Switzerland","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",46,,
"CHE","Switzerland","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",36,,
"CHE","Switzerland","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",37,,
"CHE","Switzerland","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",-0.1,,
"CHE","Switzerland","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",18.87,,
"CHE","Switzerland","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",17.86,,
"CHE","Switzerland","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",22.34,,
"CHE","Switzerland","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",25.49,,
"CHE","Switzerland","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",14.66,,
"CHE","Switzerland","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",21.71,,
"CHE","Switzerland","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",32.32,,
"CHE","Switzerland","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",38.63,,
"CHE","Switzerland","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",25.5,,
"CHE","Switzerland","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",33.25,,
"CHE","Switzerland","AGE_CM","Average age of cabinet members","2018","2018",57.43,,
"TUR","Türkiye","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",92.93,,
"TUR","Türkiye","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",5.92,,
"TUR","Türkiye","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",1.15,,
"TUR","Türkiye","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",25.3,,
"TUR","Türkiye","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",26.68,,
"TUR","Türkiye","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",42,,
"TUR","Türkiye","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",47,,
"TUR","Türkiye","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",47,,
"TUR","Türkiye","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",33,,
"TUR","Türkiye","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",59,,
"TUR","Türkiye","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",3.27,,
"TUR","Türkiye","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",31.85,,
"TUR","Türkiye","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",13.38,,
"TUR","Türkiye","AGE_CM","Average age of cabinet members","2018","2018",53.32,,
"GBR","United Kingdom","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",61.43,,
"GBR","United Kingdom","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",38.57,,
"GBR","United Kingdom","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0,,
"GBR","United Kingdom","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",66.33,,
"GBR","United Kingdom","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",47.04,,
"GBR","United Kingdom","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",30.5,,
"GBR","United Kingdom","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",33.3,,
"GBR","United Kingdom","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",31.5,,
"GBR","United Kingdom","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",35,,
"GBR","United Kingdom","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",25,,
"GBR","United Kingdom","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",2.44,,
"GBR","United Kingdom","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",20.21,,
"GBR","United Kingdom","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",24.75,,
"GBR","United Kingdom","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",22.14,,
"GBR","United Kingdom","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",24.58,,
"GBR","United Kingdom","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",36.84,,
"GBR","United Kingdom","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",42.02,,
"GBR","United Kingdom","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",47.62,,
"GBR","United Kingdom","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",54.55,,
"GBR","United Kingdom","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",20.03,,
"GBR","United Kingdom","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",34.5,,
"GBR","United Kingdom","AGE_CM","Average age of cabinet members","2018","2018",51.09,,
"USA","United States","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",19.13,,
"USA","United States","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",80.87,,
"USA","United States","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0,,
"USA","United States","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",57.47,,
"USA","United States","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",47.02,,
"USA","United States","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",0.88,,
"USA","United States","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",16.9,,
"USA","United States","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",11.18,,
"USA","United States","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",27.84,,
"USA","United States","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",31.04,,
"USA","United States","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",34.41,,
"USA","United States","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",37.13,,
"USA","United States","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",34.41,,
"USA","United States","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",46.14,,
"USA","United States","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",11.52,,
"USA","United States","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",36.35,,
"USA","United States","AGE_CM","Average age of cabinet members","2018","2018",61.28,,
"BRA","Brazil","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",57.54,,
"BRA","Brazil","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",43.92,,
"BRA","Brazil","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",37,,
"BRA","Brazil","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",14.15,,
"BRA","Brazil","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",32.57,,
"BRA","Brazil","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",16.84,,
"BRA","Brazil","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",35.13,,
"BRA","Brazil","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",44.13,,
"CHL","Chile","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",55.7,,
"CHL","Chile","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",41.73,,
"CHL","Chile","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",26.67,,
"CHL","Chile","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",42.39,,
"CHL","Chile","AGE_CM","Average age of cabinet members","2018","2018",57.71,,
"COL","Colombia","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",47.36,,
"COL","Colombia","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",41.42,,
"COL","Colombia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",20.29,,
"COL","Colombia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",23.76,,
"COL","Colombia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",18.74,,
"COL","Colombia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",21.25,,
"COL","Colombia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2015","2015",39.48,,
"COL","Colombia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",39.64,,
"COL","Colombia","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",53.61,,
"COL","Colombia","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",48.61,,
"CRI","Costa Rica","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",50.69,,
"CRI","Costa Rica","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",38.67,,
"CRI","Costa Rica","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",25.08,,
"CRI","Costa Rica","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",18.19,,
"CRI","Costa Rica","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",38.1,,
"CRI","Costa Rica","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",51.61,,
"CRI","Costa Rica","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",67.5,,
"EST","Estonia","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",48.48,,
"EST","Estonia","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",51.52,,
"EST","Estonia","DGEM_S1314","Social security government employment as a percentage of general government employment","2019","2019",0,,
"EST","Estonia","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",67.83,,
"EST","Estonia","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",48.44,,
"EST","Estonia","EMPW_PJ","Gender equality in professional judges, percentage of women","2016","2016",63,,
"EST","Estonia","EMPW_PJ","Gender equality in professional judges, percentage of women","2018","2018",63,,
"EST","Estonia","EMPW_CFI","Gender equality in in courts of first instance, percentage of women","2018","2018",69,,
"EST","Estonia","EMPW_AC","Gender equality in appeal courts, percentage of women","2018","2018",56,,
"EST","Estonia","EMPW_SC","Gender equality in supreme courts, percentage of women","2018","2018",21,,
"EST","Estonia","EM_S1311_RC","Average annual growth rate of general government staff employed at the central level, 2013-19","2019","2019",-3,,
"EST","Estonia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2015","2015",27.41,,
"EST","Estonia","EMP_AGE_18_34","Percentage of central government employees aged 18-34 years old","2020","2020",23.09,,
"EST","Estonia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2015","2015",22.98,,
"EST","Estonia","EMP_AGE_55","Percentage of central government employees aged 55 years or older","2020","2020",25.29,,
"EST","Estonia","EMPW_SM","Share of women by occupational groups in the central government, senior management","2020","2020",48.48,,
"EST","Estonia","EMPW_MM","Share of women by occupational groups in the central government, middle management","2020","2020",63.85,,
"EST","Estonia","EMPW_OTH","Share of women by occupational groups in the central government, other positions","2020","2020",74.31,,
"EST","Estonia","Y_PARL","Share of members of parliament aged 40 and under","2020","2020",23.76,,
"EST","Estonia","Y_VAPOP","Young people as a share of the voting-age population","2020","2020",33.19,,
"EST","Estonia","AGE_CM","Average age of cabinet members","2018","2018",47.13,,
"IDN","Indonesia","EMPWPS","Gender equality in public sector employment, percentage of women","2019","2019",46.15,,
"IDN","Indonesia","EMPLWTOT","Gender equality in total employment, percentage of women","2019","2019",39.77,,
"ISR","Israel","DGEM_S1311","Central government employment as a percentage of general government employment","2019","2019",80.13,,
"ISR","Israel","DGEM_SNG","Sub-central government employment as a percentage of general government employment","2019","2019",19.41,,
